index,s_m,phase,theta_deg,x_m,y_m,z_m,rx,ry,rz,pivot_x_m,pivot_y_m,pivot_z_m
0,0.000000,0.0000,0.0000,0.500000,-0.300000,0.580000,-0.072000,0.139000,-1.612000,0.501982,-0.300678,0.594853
1,0.000403,0.0504,2.4194,0.499375,-0.299597,0.580097,-0.106076,0.171630,-1.611042,0.501982,-0.300275,0.594853
2,0.000806,0.1008,4.8387,0.498754,-0.299194,0.580220,-0.140161,0.204245,-1.609558,0.501982,-0.299871,0.594853
3,0.001210,0.1512,7.2581,0.498139,-0.298790,0.580369,-0.174251,0.236843,-1.607546,0.501982,-0.299468,0.594853
4,0.001613,0.2016,9.6774,0.497531,-0.298387,0.580545,-0.208344,0.269421,-1.605006,0.501982,-0.299065,0.594853
5,0.002016,0.2520,11.9032,0.496979,-0.297984,0.580728,-0.239709,0.299371,-1.602203,0.501982,-0.298662,0.594853
6,0.002419,0.3024,9.4839,0.497580,-0.297581,0.580530,-0.205616,0.266815,-1.605229,0.501982,-0.298258,0.594853
7,0.002823,0.3528,7.0645,0.498188,-0.297177,0.580357,-0.171523,0.234236,-1.607727,0.501982,-0.297855,0.594853
8,0.003226,0.4032,4.6452,0.498804,-0.296774,0.580209,-0.137434,0.201637,-1.609696,0.501982,-0.297452,0.594853
9,0.003629,0.4536,2.2258,0.499425,-0.296371,0.580088,-0.103350,0.169020,-1.611138,0.501982,-0.297049,0.594853
10,0.004032,0.5040,-0.1935,0.500050,-0.295968,0.579993,-0.069274,0.136389,-1.612054,0.501982,-0.296646,0.594853
11,0.004435,0.5544,-2.6129,0.500679,-0.295565,0.579925,-0.035211,0.103746,-1.612444,0.501982,-0.296242,0.594853
12,0.004839,0.6048,-5.0323,0.501310,-0.295161,0.579883,-0.001162,0.071095,-1.612309,0.501982,-0.295839,0.594853
13,0.005242,0.6552,-7.4516,0.501943,-0.294758,0.579868,0.032870,0.038437,-1.611649,0.501982,-0.295436,0.594853
14,0.005645,0.7056,-9.8710,0.502576,-0.294355,0.579880,0.066881,0.005777,-1.610465,0.501982,-0.295033,0.594853
15,0.006048,0.7560,-11.7097,0.503056,-0.293952,0.579907,0.092714,-0.019046,-1.609214,0.501982,-0.294629,0.594853
16,0.006452,0.8065,-9.2903,0.502424,-0.293548,0.579875,0.058720,0.013615,-1.610797,0.501982,-0.294226,0.594853
17,0.006855,0.8569,-6.8710,0.501791,-0.293145,0.579870,0.024704,0.046276,-1.611855,0.501982,-0.293823,0.594853
18,0.007258,0.9073,-4.4516,0.501159,-0.292742,0.579891,-0.009332,0.078932,-1.612389,0.501982,-0.293420,0.594853
19,0.007661,0.9577,-2.0323,0.500528,-0.292339,0.579939,-0.043385,0.111582,-1.612398,0.501982,-0.293016,0.594853
20,0.008065,0.0081,0.3871,0.499900,-0.291935,0.580014,-0.077451,0.144222,-1.611882,0.501982,-0.292613,0.594853
21,0.008468,0.0585,2.8065,0.499275,-0.291532,0.580115,-0.111529,0.176849,-1.610840,0.501982,-0.292210,0.594853
22,0.008871,0.1089,5.2258,0.498655,-0.291129,0.580242,-0.145615,0.209462,-1.609271,0.501982,-0.291807,0.594853
23,0.009274,0.1593,7.6452,0.498042,-0.290726,0.580396,-0.179705,0.242057,-1.607175,0.501982,-0.291404,0.594853
24,0.009677,0.2097,10.0645,0.497435,-0.290323,0.580575,-0.213799,0.274631,-1.604551,0.501982,-0.291000,0.594853
25,0.010081,0.2601,11.5161,0.497075,-0.289919,0.580695,-0.234254,0.294164,-1.602722,0.501982,-0.290597,0.594853
26,0.010484,0.3105,9.0968,0.497677,-0.289516,0.580500,-0.200161,0.261604,-1.605664,0.501982,-0.290194,0.594853
27,0.010887,0.3609,6.6774,0.498286,-0.289113,0.580331,-0.166069,0.229021,-1.608077,0.501982,-0.289791,0.594853
28,0.011290,0.4113,4.2581,0.498903,-0.288710,0.580188,-0.131980,0.196419,-1.609962,0.501982,-0.289387,0.594853
29,0.011694,0.4617,1.8387,0.499524,-0.288306,0.580071,-0.097897,0.163800,-1.611320,0.501982,-0.288984,0.594853
30,0.012097,0.5121,-0.5806,0.500151,-0.287903,0.579981,-0.063823,0.131167,-1.612152,0.501982,-0.288581,0.594853
31,0.012500,0.5625,-3.0000,0.500780,-0.287500,0.579917,-0.029762,0.098523,-1.612458,0.501982,-0.288178,0.594853
32,0.012903,0.6129,-5.4194,0.501412,-0.287097,0.579879,0.004284,0.065870,-1.612239,0.501982,-0.287775,0.594853
33,0.013306,0.6633,-7.8387,0.502044,-0.286694,0.579868,0.038313,0.033212,-1.611495,0.501982,-0.287371,0.594853
34,0.013710,0.7137,-10.2581,0.502677,-0.286290,0.579884,0.072321,0.000551,-1.610227,0.501982,-0.286968,0.594853
35,0.014113,0.7641,-11.3226,0.502955,-0.285887,0.579900,0.087277,-0.013820,-1.609503,0.501982,-0.286565,0.594853
36,0.014516,0.8145,-8.9032,0.502323,-0.285484,0.579872,0.053279,0.018841,-1.611002,0.501982,-0.286162,0.594853
37,0.014919,0.8649,-6.4839,0.501690,-0.285081,0.579871,0.019259,0.051501,-1.611976,0.501982,-0.285758,0.594853
38,0.015323,0.9153,-4.0645,0.501058,-0.284677,0.579897,-0.014780,0.084156,-1.612426,0.501982,-0.285355,0.594853
39,0.015726,0.9657,-1.6452,0.500427,-0.284274,0.579949,-0.048835,0.116805,-1.612351,0.501982,-0.284952,0.594853
40,0.016129,0.0161,0.7742,0.499799,-0.283871,0.580028,-0.082903,0.149443,-1.611751,0.501982,-0.284549,0.594853
41,0.016532,0.0665,3.1935,0.499176,-0.283468,0.580133,-0.116982,0.182069,-1.610624,0.501982,-0.284146,0.594853
42,0.016935,0.1169,5.6129,0.498557,-0.283065,0.580265,-0.151069,0.214679,-1.608971,0.501982,-0.283742,0.594853
43,0.017339,0.1673,8.0323,0.497944,-0.282661,0.580423,-0.185160,0.247270,-1.606791,0.501982,-0.283339,0.594853
44,0.017742,0.2177,10.4516,0.497338,-0.282258,0.580606,-0.219253,0.279841,-1.604082,0.501982,-0.282936,0.594853
45,0.018145,0.2681,11.1290,0.497170,-0.281855,0.580662,-0.228799,0.288956,-1.603229,0.501982,-0.282533,0.594853
46,0.018548,0.3185,8.7097,0.497774,-0.281452,0.580471,-0.194706,0.256392,-1.606086,0.501982,-0.282129,0.594853
47,0.018952,0.3690,6.2903,0.498385,-0.281048,0.580307,-0.160614,0.223806,-1.608414,0.501982,-0.281726,0.594853
48,0.019355,0.4194,3.8710,0.499002,-0.280645,0.580168,-0.126526,0.191201,-1.610215,0.501982,-0.281323,0.594853
49,0.019758,0.4698,1.4516,0.499624,-0.280242,0.580055,-0.092444,0.158580,-1.611488,0.501982,-0.280920,0.594853
50,0.020161,0.5202,-0.9677,0.500251,-0.279839,0.579969,-0.058373,0.125945,-1.612236,0.501982,-0.280516,0.594853
51,0.020565,0.5706,-3.3871,0.500881,-0.279435,0.579909,-0.024313,0.093299,-1.612458,0.501982,-0.280113,0.594853
52,0.020968,0.6210,-5.8065,0.501513,-0.279032,0.579876,0.009730,0.060645,-1.612155,0.501982,-0.279710,0.594853
53,0.021371,0.6714,-8.2258,0.502145,-0.278629,0.579869,0.043756,0.027986,-1.611327,0.501982,-0.279307,0.594853
54,0.021774,0.7218,-10.6452,0.502778,-0.278226,0.579890,0.077760,-0.004675,-1.609975,0.501982,-0.278904,0.594853
55,0.022177,0.7722,-10.9355,0.502854,-0.277823,0.579894,0.081839,-0.008595,-1.609778,0.501982,-0.278500,0.594853
56,0.022581,0.8226,-8.5161,0.502221,-0.277419,0.579870,0.047837,0.024067,-1.611193,0.501982,-0.278097,0.594853
57,0.022984,0.8730,-6.0968,0.501589,-0.277016,0.579874,0.013814,0.056726,-1.612083,0.501982,-0.277694,0.594853
58,0.023387,0.9234,-3.6774,0.500957,-0.276613,0.579903,-0.020227,0.089381,-1.612449,0.501982,-0.277291,0.594853
59,0.023790,0.9738,-1.2581,0.500327,-0.276210,0.579960,-0.054285,0.122028,-1.612290,0.501982,-0.276887,0.594853
60,0.024194,0.0242,1.1613,0.499699,-0.275806,0.580043,-0.088355,0.154664,-1.611606,0.501982,-0.276484,0.594853
61,0.024597,0.0746,3.5806,0.499076,-0.275403,0.580153,-0.122436,0.187287,-1.610395,0.501982,-0.276081,0.594853
62,0.025000,0.1250,6.0000,0.498458,-0.275000,0.580289,-0.156523,0.219895,-1.608658,0.501982,-0.275678,0.594853
63,0.025403,0.1754,8.4194,0.497847,-0.274597,0.580450,-0.190615,0.252483,-1.606393,0.501982,-0.275275,0.594853
64,0.025806,0.2258,10.8387,0.497242,-0.274194,0.580638,-0.224708,0.285050,-1.603599,0.501982,-0.274871,0.594853
65,0.026210,0.2762,10.7419,0.497266,-0.273790,0.580630,-0.223345,0.283748,-1.603721,0.501982,-0.274468,0.594853
66,0.026613,0.3266,8.3226,0.497871,-0.273387,0.580443,-0.189251,0.251180,-1.606494,0.501982,-0.274065,0.594853
67,0.027016,0.3770,5.9032,0.498483,-0.272984,0.580283,-0.155160,0.218591,-1.608738,0.501982,-0.273662,0.594853
68,0.027419,0.4274,3.4839,0.499101,-0.272581,0.580148,-0.121072,0.185983,-1.610454,0.501982,-0.273258,0.594853
69,0.027823,0.4778,1.0645,0.499724,-0.272177,0.580039,-0.086992,0.153359,-1.611643,0.501982,-0.272855,0.594853
70,0.028226,0.5282,-1.3548,0.500352,-0.271774,0.579957,-0.052922,0.120722,-1.612307,0.501982,-0.272452,0.594853
71,0.028629,0.5786,-3.7742,0.500982,-0.271371,0.579902,-0.018865,0.088075,-1.612445,0.501982,-0.272049,0.594853
72,0.029032,0.6290,-6.1935,0.501614,-0.270968,0.579873,0.015176,0.055420,-1.612058,0.501982,-0.271646,0.594853
73,0.029435,0.6794,-8.6129,0.502247,-0.270565,0.579871,0.049198,0.022760,-1.611146,0.501982,-0.271242,0.594853
74,0.029839,0.7298,-11.0323,0.502879,-0.270161,0.579895,0.083198,-0.009901,-1.609710,0.501982,-0.270839,0.594853
75,0.030242,0.7802,-10.5484,0.502753,-0.269758,0.579888,0.076400,-0.003369,-1.610039,0.501982,-0.270436,0.594853
76,0.030645,0.8306,-8.1290,0.502120,-0.269355,0.579869,0.042395,0.029293,-1.611370,0.501982,-0.270033,0.594853
77,0.031048,0.8810,-5.7097,0.501488,-0.268952,0.579877,0.008369,0.061951,-1.612177,0.501982,-0.269629,0.594853
78,0.031452,0.9315,-3.2903,0.500856,-0.268548,0.579911,-0.025676,0.094605,-1.612459,0.501982,-0.269226,0.594853
79,0.031855,0.9819,-0.8710,0.500226,-0.268145,0.579972,-0.059735,0.127250,-1.612216,0.501982,-0.268823,0.594853
80,0.032258,0.0323,1.5484,0.499599,-0.267742,0.580059,-0.093808,0.159885,-1.611448,0.501982,-0.268420,0.594853
81,0.032661,0.0827,3.9677,0.498977,-0.267339,0.580173,-0.127889,0.192506,-1.610153,0.501982,-0.268016,0.594853
82,0.033065,0.1331,6.3871,0.498360,-0.266935,0.580313,-0.161978,0.225110,-1.608331,0.501982,-0.267613,0.594853
83,0.033468,0.1835,8.8065,0.497749,-0.266532,0.580479,-0.196070,0.257695,-1.605982,0.501982,-0.267210,0.594853
84,0.033871,0.2339,11.2258,0.497146,-0.266129,0.580670,-0.230163,0.290258,-1.603103,0.501982,-0.266807,0.594853
85,0.034274,0.2843,10.3548,0.497363,-0.265726,0.580598,-0.217890,0.278538,-1.604201,0.501982,-0.266404,0.594853
86,0.034677,0.3347,7.9355,0.497968,-0.265323,0.580416,-0.183797,0.245967,-1.606888,0.501982,-0.266000,0.594853
87,0.035081,0.3851,5.5161,0.498581,-0.264919,0.580259,-0.149705,0.213375,-1.609048,0.501982,-0.265597,0.594853
88,0.035484,0.4355,3.0968,0.499200,-0.264516,0.580129,-0.115619,0.180764,-1.610680,0.501982,-0.265194,0.594853
89,0.035887,0.4859,0.6774,0.499825,-0.264113,0.580024,-0.081540,0.148138,-1.611785,0.501982,-0.264791,0.594853
90,0.036290,0.5363,-1.7419,0.500452,-0.263710,0.579947,-0.047472,0.115499,-1.612364,0.501982,-0.264387,0.594853
91,0.036694,0.5867,-4.1613,0.501083,-0.263306,0.579895,-0.013418,0.082850,-1.612418,0.501982,-0.263984,0.594853
92,0.037097,0.6371,-6.5806,0.501715,-0.262903,0.579871,0.020621,0.050195,-1.611947,0.501982,-0.263581,0.594853
93,0.037500,0.6875,-9.0000,0.502348,-0.262500,0.579873,0.054639,0.017535,-1.610952,0.501982,-0.263178,0.594853
94,0.037903,0.7379,-11.4194,0.502980,-0.262097,0.579902,0.088636,-0.015127,-1.609432,0.501982,-0.262775,0.594853
95,0.038306,0.7883,-10.1613,0.502651,-0.261694,0.579883,0.070961,0.001857,-1.610288,0.501982,-0.262371,0.594853
96,0.038710,0.8387,-7.7419,0.502019,-0.261290,0.579868,0.036952,0.034518,-1.611535,0.501982,-0.261968,0.594853
97,0.039113,0.8891,-5.3226,0.501386,-0.260887,0.579880,0.002923,0.067176,-1.612257,0.501982,-0.261565,0.594853
98,0.039516,0.9395,-2.9032,0.500755,-0.260484,0.579919,-0.031124,0.099829,-1.612456,0.501982,-0.261162,0.594853
99,0.039919,0.9899,-0.4839,0.500126,-0.260081,0.579984,-0.065186,0.132472,-1.612128,0.501982,-0.260758,0.594853
100,0.040323,0.0403,1.9355,0.499499,-0.259677,0.580075,-0.099260,0.165105,-1.611276,0.501982,-0.260355,0.594853
101,0.040726,0.0907,4.3548,0.498878,-0.259274,0.580193,-0.133343,0.197724,-1.609897,0.501982,-0.259952,0.594853
102,0.041129,0.1411,6.7742,0.498262,-0.258871,0.580337,-0.167432,0.230325,-1.607991,0.501982,-0.259549,0.594853
103,0.041532,0.1915,9.1935,0.497652,-0.258468,0.580507,-0.201525,0.262907,-1.605557,0.501982,-0.259146,0.594853
104,0.041935,0.2419,11.6129,0.497051,-0.258065,0.580703,-0.235618,0.295466,-1.602594,0.501982,-0.258742,0.594853
105,0.042339,0.2923,9.9677,0.497459,-0.257661,0.580567,-0.212435,0.273328,-1.604666,0.501982,-0.258339,0.594853
106,0.042742,0.3427,7.5484,0.498066,-0.257258,0.580389,-0.178342,0.240754,-1.607269,0.501982,-0.257936,0.594853
107,0.043145,0.3931,5.1290,0.498680,-0.256855,0.580237,-0.144251,0.208158,-1.609344,0.501982,-0.257533,0.594853
108,0.043548,0.4435,2.7097,0.499300,-0.256452,0.580110,-0.110166,0.175545,-1.610892,0.501982,-0.257129,0.594853
109,0.043952,0.4940,0.2903,0.499925,-0.256048,0.580010,-0.076089,0.142916,-1.611913,0.501982,-0.256726,0.594853
110,0.044355,0.5444,-2.1290,0.500553,-0.255645,0.579937,-0.042022,0.110276,-1.612408,0.501982,-0.256323,0.594853
111,0.044758,0.5948,-4.5484,0.501184,-0.255242,0.579890,-0.007970,0.077626,-1.612378,0.501982,-0.255920,0.594853
112,0.045161,0.6452,-6.9677,0.501816,-0.254839,0.579869,0.026065,0.044969,-1.611823,0.501982,-0.255516,0.594853
113,0.045565,0.6956,-9.3871,0.502449,-0.254435,0.579876,0.060080,0.012309,-1.610744,0.501982,-0.255113,0.594853
114,0.045968,0.7460,-11.8065,0.503081,-0.254032,0.579909,0.094073,-0.020353,-1.609140,0.501982,-0.254710,0.594853
115,0.046371,0.7964,-9.7742,0.502550,-0.253629,0.579879,0.065521,0.007083,-1.610522,0.501982,-0.254307,0.594853
116,0.046774,0.8468,-7.3548,0.501918,-0.253226,0.579868,0.031509,0.039744,-1.611686,0.501982,-0.253904,0.594853
117,0.047177,0.8972,-4.9355,0.501285,-0.252823,0.579885,-0.002523,0.072401,-1.612324,0.501982,-0.253500,0.594853
118,0.047581,0.9476,-2.5161,0.500654,-0.252419,0.579927,-0.036573,0.105052,-1.612438,0.501982,-0.253097,0.594853
119,0.047984,0.9980,-0.0968,0.500025,-0.252016,0.579997,-0.070637,0.137695,-1.612027,0.501982,-0.252694,0.594853
120,0.048387,0.0484,2.3226,0.499400,-0.251613,0.580093,-0.104713,0.170325,-1.611091,0.501982,-0.252291,0.594853
121,0.048790,0.0988,4.7419,0.498779,-0.251210,0.580215,-0.138797,0.202941,-1.609627,0.501982,-0.251887,0.594853
122,0.049194,0.1492,7.1613,0.498164,-0.250806,0.580363,-0.172887,0.235540,-1.607637,0.501982,-0.251484,0.594853
123,0.049597,0.1996,9.5806,0.497556,-0.250403,0.580537,-0.206980,0.268118,-1.605118,0.501982,-0.251081,0.594853
124,0.050000,0.2500,12.0000,0.496955,-0.250000,0.580737,-0.241073,0.300673,-1.602070,0.501982,-0.250678,0.594853
125,0.050403,0.3004,9.5806,0.497556,-0.249597,0.580537,-0.206980,0.268118,-1.605118,0.501982,-0.250275,0.594853
126,0.050806,0.3508,7.1613,0.498164,-0.249194,0.580363,-0.172887,0.235540,-1.607637,0.501982,-0.249871,0.594853
127,0.051210,0.4012,4.7419,0.498779,-0.248790,0.580215,-0.138797,0.202941,-1.609627,0.501982,-0.249468,0.594853
128,0.051613,0.4516,2.3226,0.499400,-0.248387,0.580093,-0.104713,0.170325,-1.611091,0.501982,-0.249065,0.594853
129,0.052016,0.5020,-0.0968,0.500025,-0.247984,0.579997,-0.070637,0.137695,-1.612027,0.501982,-0.248662,0.594853
130,0.052419,0.5524,-2.5161,0.500654,-0.247581,0.579927,-0.036573,0.105052,-1.612438,0.501982,-0.248258,0.594853
131,0.052823,0.6028,-4.9355,0.501285,-0.247177,0.579885,-0.002523,0.072401,-1.612324,0.501982,-0.247855,0.594853
132,0.053226,0.6532,-7.3548,0.501918,-0.246774,0.579868,0.031509,0.039744,-1.611686,0.501982,-0.247452,0.594853
133,0.053629,0.7036,-9.7742,0.502550,-0.246371,0.579879,0.065521,0.007083,-1.610522,0.501982,-0.247049,0.594853
134,0.054032,0.7540,-11.8065,0.503081,-0.245968,0.579909,0.094073,-0.020353,-1.609140,0.501982,-0.246646,0.594853
135,0.054435,0.8044,-9.3871,0.502449,-0.245565,0.579876,0.060080,0.012309,-1.610744,0.501982,-0.246242,0.594853
136,0.054839,0.8548,-6.9677,0.501816,-0.245161,0.579869,0.026065,0.044969,-1.611823,0.501982,-0.245839,0.594853
137,0.055242,0.9052,-4.5484,0.501184,-0.244758,0.579890,-0.007970,0.077626,-1.612378,0.501982,-0.245436,0.594853
138,0.055645,0.9556,-2.1290,0.500553,-0.244355,0.579937,-0.042022,0.110276,-1.612408,0.501982,-0.245033,0.594853
139,0.056048,0.0060,0.2903,0.499925,-0.243952,0.580010,-0.076089,0.142916,-1.611913,0.501982,-0.244629,0.594853
140,0.056452,0.0565,2.7097,0.499300,-0.243548,0.580110,-0.110166,0.175545,-1.610892,0.501982,-0.244226,0.594853
141,0.056855,0.1069,5.1290,0.498680,-0.243145,0.580237,-0.144251,0.208158,-1.609344,0.501982,-0.243823,0.594853
142,0.057258,0.1573,7.5484,0.498066,-0.242742,0.580389,-0.178342,0.240754,-1.607269,0.501982,-0.243420,0.594853
143,0.057661,0.2077,9.9677,0.497459,-0.242339,0.580567,-0.212435,0.273328,-1.604666,0.501982,-0.243016,0.594853
144,0.058065,0.2581,11.6129,0.497051,-0.241935,0.580703,-0.235618,0.295466,-1.602594,0.501982,-0.242613,0.594853
145,0.058468,0.3085,9.1935,0.497652,-0.241532,0.580507,-0.201525,0.262907,-1.605557,0.501982,-0.242210,0.594853
146,0.058871,0.3589,6.7742,0.498262,-0.241129,0.580337,-0.167432,0.230325,-1.607991,0.501982,-0.241807,0.594853
147,0.059274,0.4093,4.3548,0.498878,-0.240726,0.580193,-0.133343,0.197724,-1.609897,0.501982,-0.241404,0.594853
148,0.059677,0.4597,1.9355,0.499499,-0.240323,0.580075,-0.099260,0.165105,-1.611276,0.501982,-0.241000,0.594853
149,0.060081,0.5101,-0.4839,0.500126,-0.239919,0.579984,-0.065186,0.132472,-1.612128,0.501982,-0.240597,0.594853
150,0.060484,0.5605,-2.9032,0.500755,-0.239516,0.579919,-0.031124,0.099829,-1.612456,0.501982,-0.240194,0.594853
151,0.060887,0.6109,-5.3226,0.501386,-0.239113,0.579880,0.002923,0.067176,-1.612257,0.501982,-0.239791,0.594853
152,0.061290,0.6613,-7.7419,0.502019,-0.238710,0.579868,0.036952,0.034518,-1.611535,0.501982,-0.239387,0.594853
153,0.061694,0.7117,-10.1613,0.502651,-0.238306,0.579883,0.070961,0.001857,-1.610288,0.501982,-0.238984,0.594853
154,0.062097,0.7621,-11.4194,0.502980,-0.237903,0.579902,0.088636,-0.015127,-1.609432,0.501982,-0.238581,0.594853
155,0.062500,0.8125,-9.0000,0.502348,-0.237500,0.579873,0.054639,0.017535,-1.610952,0.501982,-0.238178,0.594853
156,0.062903,0.8629,-6.5806,0.501715,-0.237097,0.579871,0.020621,0.050195,-1.611947,0.501982,-0.237775,0.594853
157,0.063306,0.9133,-4.1613,0.501083,-0.236694,0.579895,-0.013418,0.082850,-1.612418,0.501982,-0.237371,0.594853
158,0.063710,0.9637,-1.7419,0.500452,-0.236290,0.579947,-0.047472,0.115499,-1.612364,0.501982,-0.236968,0.594853
159,0.064113,0.0141,0.6774,0.499825,-0.235887,0.580024,-0.081540,0.148138,-1.611785,0.501982,-0.236565,0.594853
160,0.064516,0.0645,3.0968,0.499200,-0.235484,0.580129,-0.115619,0.180764,-1.610680,0.501982,-0.236162,0.594853
161,0.064919,0.1149,5.5161,0.498581,-0.235081,0.580259,-0.149705,0.213375,-1.609048,0.501982,-0.235758,0.594853
162,0.065323,0.1653,7.9355,0.497968,-0.234677,0.580416,-0.183797,0.245967,-1.606888,0.501982,-0.235355,0.594853
163,0.065726,0.2157,10.3548,0.497363,-0.234274,0.580598,-0.217890,0.278538,-1.604201,0.501982,-0.234952,0.594853
164,0.066129,0.2661,11.2258,0.497146,-0.233871,0.580670,-0.230163,0.290258,-1.603103,0.501982,-0.234549,0.594853
165,0.066532,0.3165,8.8065,0.497749,-0.233468,0.580479,-0.196070,0.257695,-1.605982,0.501982,-0.234146,0.594853
166,0.066935,0.3669,6.3871,0.498360,-0.233065,0.580313,-0.161978,0.225110,-1.608331,0.501982,-0.233742,0.594853
167,0.067339,0.4173,3.9677,0.498977,-0.232661,0.580173,-0.127889,0.192506,-1.610153,0.501982,-0.233339,0.594853
168,0.067742,0.4677,1.5484,0.499599,-0.232258,0.580059,-0.093808,0.159885,-1.611448,0.501982,-0.232936,0.594853
169,0.068145,0.5181,-0.8710,0.500226,-0.231855,0.579972,-0.059735,0.127250,-1.612216,0.501982,-0.232533,0.594853
170,0.068548,0.5685,-3.2903,0.500856,-0.231452,0.579911,-0.025676,0.094605,-1.612459,0.501982,-0.232129,0.594853
171,0.068952,0.6190,-5.7097,0.501488,-0.231048,0.579877,0.008369,0.061951,-1.612177,0.501982,-0.231726,0.594853
172,0.069355,0.6694,-8.1290,0.502120,-0.230645,0.579869,0.042395,0.029293,-1.611370,0.501982,-0.231323,0.594853
173,0.069758,0.7198,-10.5484,0.502753,-0.230242,0.579888,0.076400,-0.003369,-1.610039,0.501982,-0.230920,0.594853
174,0.070161,0.7702,-11.0323,0.502879,-0.229839,0.579895,0.083198,-0.009901,-1.609710,0.501982,-0.230516,0.594853
175,0.070565,0.8206,-8.6129,0.502247,-0.229435,0.579871,0.049198,0.022760,-1.611146,0.501982,-0.230113,0.594853
176,0.070968,0.8710,-6.1935,0.501614,-0.229032,0.579873,0.015176,0.055420,-1.612058,0.501982,-0.229710,0.594853
177,0.071371,0.9214,-3.7742,0.500982,-0.228629,0.579902,-0.018865,0.088075,-1.612445,0.501982,-0.229307,0.594853
178,0.071774,0.9718,-1.3548,0.500352,-0.228226,0.579957,-0.052922,0.120722,-1.612307,0.501982,-0.228904,0.594853
179,0.072177,0.0222,1.0645,0.499724,-0.227823,0.580039,-0.086992,0.153359,-1.611643,0.501982,-0.228500,0.594853
180,0.072581,0.0726,3.4839,0.499101,-0.227419,0.580148,-0.121072,0.185983,-1.610454,0.501982,-0.228097,0.594853
181,0.072984,0.1230,5.9032,0.498483,-0.227016,0.580283,-0.155160,0.218591,-1.608738,0.501982,-0.227694,0.594853
182,0.073387,0.1734,8.3226,0.497871,-0.226613,0.580443,-0.189251,0.251180,-1.606494,0.501982,-0.227291,0.594853
183,0.073790,0.2238,10.7419,0.497266,-0.226210,0.580630,-0.223345,0.283748,-1.603721,0.501982,-0.226887,0.594853
184,0.074194,0.2742,10.8387,0.497242,-0.225806,0.580638,-0.224708,0.285050,-1.603599,0.501982,-0.226484,0.594853
185,0.074597,0.3246,8.4194,0.497847,-0.225403,0.580450,-0.190615,0.252483,-1.606393,0.501982,-0.226081,0.594853
186,0.075000,0.3750,6.0000,0.498458,-0.225000,0.580289,-0.156523,0.219895,-1.608658,0.501982,-0.225678,0.594853
187,0.075403,0.4254,3.5806,0.499076,-0.224597,0.580153,-0.122436,0.187287,-1.610395,0.501982,-0.225275,0.594853
188,0.075806,0.4758,1.1613,0.499699,-0.224194,0.580043,-0.088355,0.154664,-1.611606,0.501982,-0.224871,0.594853
189,0.076210,0.5262,-1.2581,0.500327,-0.223790,0.579960,-0.054285,0.122028,-1.612290,0.501982,-0.224468,0.594853
190,0.076613,0.5766,-3.6774,0.500957,-0.223387,0.579903,-0.020227,0.089381,-1.612449,0.501982,-0.224065,0.594853
191,0.077016,0.6270,-6.0968,0.501589,-0.222984,0.579874,0.013814,0.056726,-1.612083,0.501982,-0.223662,0.594853
192,0.077419,0.6774,-8.5161,0.502221,-0.222581,0.579870,0.047837,0.024067,-1.611193,0.501982,-0.223258,0.594853
193,0.077823,0.7278,-10.9355,0.502854,-0.222177,0.579894,0.081839,-0.008595,-1.609778,0.501982,-0.222855,0.594853
194,0.078226,0.7782,-10.6452,0.502778,-0.221774,0.579890,0.077760,-0.004675,-1.609975,0.501982,-0.222452,0.594853
195,0.078629,0.8286,-8.2258,0.502145,-0.221371,0.579869,0.043756,0.027986,-1.611327,0.501982,-0.222049,0.594853
196,0.079032,0.8790,-5.8065,0.501513,-0.220968,0.579876,0.009730,0.060645,-1.612155,0.501982,-0.221646,0.594853
197,0.079435,0.9294,-3.3871,0.500881,-0.220565,0.579909,-0.024313,0.093299,-1.612458,0.501982,-0.221242,0.594853
198,0.079839,0.9798,-0.9677,0.500251,-0.220161,0.579969,-0.058373,0.125945,-1.612236,0.501982,-0.220839,0.594853
199,0.080242,0.0302,1.4516,0.499624,-0.219758,0.580055,-0.092444,0.158580,-1.611488,0.501982,-0.220436,0.594853
200,0.080645,0.0806,3.8710,0.499002,-0.219355,0.580168,-0.126526,0.191201,-1.610215,0.501982,-0.220033,0.594853
201,0.081048,0.1310,6.2903,0.498385,-0.218952,0.580307,-0.160614,0.223806,-1.608414,0.501982,-0.219629,0.594853
202,0.081452,0.1815,8.7097,0.497774,-0.218548,0.580471,-0.194706,0.256392,-1.606086,0.501982,-0.219226,0.594853
203,0.081855,0.2319,11.1290,0.497170,-0.218145,0.580662,-0.228799,0.288956,-1.603229,0.501982,-0.218823,0.594853
204,0.082258,0.2823,10.4516,0.497338,-0.217742,0.580606,-0.219253,0.279841,-1.604082,0.501982,-0.218420,0.594853
205,0.082661,0.3327,8.0323,0.497944,-0.217339,0.580423,-0.185160,0.247270,-1.606791,0.501982,-0.218016,0.594853
206,0.083065,0.3831,5.6129,0.498557,-0.216935,0.580265,-0.151069,0.214679,-1.608971,0.501982,-0.217613,0.594853
207,0.083468,0.4335,3.1935,0.499176,-0.216532,0.580133,-0.116982,0.182069,-1.610624,0.501982,-0.217210,0.594853
208,0.083871,0.4839,0.7742,0.499799,-0.216129,0.580028,-0.082903,0.149443,-1.611751,0.501982,-0.216807,0.594853
209,0.084274,0.5343,-1.6452,0.500427,-0.215726,0.579949,-0.048835,0.116805,-1.612351,0.501982,-0.216404,0.594853
